time,itf_g,itf_t,itf_s,aghulas_box,aghulas_jet
1995.9150684931508,1.676429693976622,3.460993937080196,-0.8453749970220797,-97.891815,-109.69356
1996.0,3.4000819941110936,8.042329508556904,-2.3322836650563845,-79.72938,-86.65328
1996.0846994535518,-0.1100230431941149,5.162208232841039,-2.4874359915762465,-108.47072,-107.68011
1996.1639344262296,-2.076762700210905,1.7989643501129144,0.3619812056828919,-112.12333,-87.00919
1996.2486338797814,-4.2070395509428185,-4.294493240013205,3.629252873945557,-84.79424,-95.05943
1996.3306010928961,-3.645214603686585,-1.598789994236146,1.4421108765283583,-74.51635,-77.56519
1996.4153005464482,5.426907242756648,8.560490021727315,0.2305262892777516,-66.558975,-85.55169
1996.4972677595629,6.810944535439934,11.191851511107483,0.2841556633316122,-60.049347,-81.624794
1996.5819672131147,6.835520901676871,8.948969802591293,1.0830790223154385,-74.39794,-84.71865
1996.6666666666667,11.571677988096509,11.4649405600935,3.615348632358692,-71.41519,-88.518745
1996.7486338797814,4.292834140633833,4.903493835284946,2.06427016543112,-57.30329,-76.418755
1996.8333333333333,2.9422185527764886,2.8482726231503723,2.289915738827898,-103.62198,-100.91594
1996.9153005464482,4.057608149238068,5.935083670927563,-0.0431435359393506,-101.45764,-84.42018
1997.0,6.971763250716313,10.84543682722438,-2.403971419555725,-140.65039,-147.3218
1997.0849315068492,3.4994254276472327,8.022570003125205,-1.5713936835100086,-61.993114,-82.169106
1997.1616438356164,1.1328904437283542,3.940715246762818,0.9248548103934242,-72.52459,-95.57726
1997.2465753424658,-2.40721827324605,-3.0521920540476377,3.7330531948730927,-93.93529,-107.95359
1997.3287671232877,-2.577335468385491,-0.9720393696247795,2.2572243190552883,-100.61508,-107.272896
1997.4136986301369,6.74930880870966,8.112502346988398,2.2107610122877994,-85.83358,-106.73769
1997.495890410959,7.476020620550795,9.40168914458394,2.333355608223889,-82.40402,-92.778595
1997.5808219178082,5.095222523375774,6.124696704762989,3.376878036911456,-68.90319,-70.377754
1997.6657534246576,8.55465946733209,7.156335069759022,5.510094247928766,-71.77852,-82.4696
1997.7479452054795,1.1389720449964311,0.6248284693049968,4.561341004592061,-77.715485,-100.26954
1997.8328767123287,-1.1716773907699716,-1.178736797500169,4.3282040942496245,-82.4659,-101.344734
1997.9150684931508,0.3259420240172391,1.48000872771708,3.327610357078375,-64.23615,-88.54199
1998.0,3.4641695552513925,6.776514404279171,1.622092874778258,-78.792496,-97.0679
1998.0849315068492,0.3313101425735353,4.433181809563026,-1.0580544030569898,-89.40855,-102.91006
1998.1616438356164,-2.729645922055096,0.9922591744202742,1.109702693909132,-97.37786,-114.38055
1998.2465753424658,-7.7381284817145985,-5.821908325182111,4.456395816446284,-79.36313,-73.29116
1998.3287671232877,-8.258349673645672,-4.091307809362261,1.9980696062216612,-82.928474,-105.077805
1998.4136986301369,1.5962868413908935,4.781548235822155,2.770919853340173,-93.133766,-121.48089
1998.495890410959,1.9745056552770608,5.895750144313796,1.481463784196302,-82.24096,-97.24601
1998.5808219178082,0.6844272960766592,2.893640537691675,1.7178309941855183,-76.00239,-80.54981
1998.6657534246576,5.179147490331757,5.048665594810989,4.253391237505594,-72.51737,-92.97037
1998.7479452054795,-1.306342596359635,-1.4409763484820548,3.992253420572408,-100.366135,-96.27741
1998.8328767123287,-1.5213868940459847,-2.9076538898279285,4.411214005018119,-80.54729,-89.00986
1998.9150684931508,1.2688360421852969,1.5959623162022143,2.216440934796881,-104.39249,-99.19001
1999.0,6.279780465063307,8.978132202297585,0.0826221242499057,-89.83628,-92.44838
1999.0849315068492,5.63271551877825,8.287561431288555,-1.1266622479839044,-82.84319,-98.66538
1999.1616438356164,6.132976403271483,6.549241721287755,1.0714712448864652,-126.54358,-123.29047
1999.2465753424658,4.182997624947067,1.230471077323632,4.214509607885741,-26.312838,-69.99364
1999.3287671232877,5.239393779457513,4.188765952563287,2.127975498410684,-71.569214,-106.01604
1999.4136986301369,13.974081033420942,13.523417347884116,1.939781558749676,-69.22185,-87.568344
1999.495890410959,15.428596683860956,14.551305382799509,1.7040837219342388,-70.00449,-80.008896
1999.5808219178082,13.198163499038316,10.597744628312576,2.84048751898054,-64.01902,-75.545235
1999.6657534246576,15.176242919337415,11.251634531689689,4.711568657445438,-68.891396,-80.200096
1999.7479452054795,6.181738878892292,3.5155450150734486,4.1402148741561495,-102.423805,-114.98534
1999.8328767123287,3.029007187556053,1.0919649610507678,2.8660074520722434,-73.33354,-90.62722
1999.9150684931508,5.173867285771798,4.358089226399382,1.1378352571958297,-81.71732,-96.99946
2000.0,8.898151792488239,10.644524361656458,-2.655410554814898,-90.569336,-96.45127
2000.0846994535518,7.859424482151565,9.692552006270468,-3.450862391753589,-89.78362,-82.31337
2000.1639344262296,8.212127915749154,8.214127303379808,-1.8000749606043909,-81.85901,-94.64025
2000.2486338797814,5.181856295144272,3.865021157645641,1.6475614874409608,-89.739655,-111.80207
2000.3306010928961,8.065911484307268,7.963266616674428,-0.2528182797941939,-79.587364,-87.75295
2000.4153005464482,19.172735445962697,18.514802725992,0.0457594671413184,-70.05935,-86.47417
2000.4972677595629,19.993730138309424,20.546644620073085,-0.9893171621080612,-62.132244,-81.195015
2000.5819672131147,18.72545007921237,17.28965077042041,1.4406449353649846,-75.037346,-92.4318
2000.6666666666667,20.47973135503651,17.852894541797287,2.2631434985524046,-96.54438,-117.74803
2000.7486338797814,11.226380413582389,9.592354014438644,0.7518219488743914,-104.19411,-117.44006
2000.8333333333333,7.9839547641179,5.599645749917876,0.4356721193672989,-36.585155,-76.33853
2000.9153005464482,8.887459554326849,6.773114130000099,-0.5476956845556789,-103.00406,-120.4085
2001.0,10.756366145470714,10.740874281729276,-3.669547533397844,-121.862854,-91.41602
2001.0849315068492,9.567478919870693,7.532930692553611,-3.050246604275038,-106.71906,-113.469505
2001.1616438356164,9.178021513280816,4.002165209212744,-0.6864937100350877,-130.68132,-116.84224
2001.2465753424658,6.150881551877651,-2.212158592352613,1.6452560351215602,-85.739914,-75.63084
2001.3287671232877,8.934853725626557,0.8015439711586562,-0.5516568988858269,-83.517685,-80.90634
2001.4136986301369,18.94047046840054,11.048573752162016,0.5472675000244182,-105.48291,-111.76652
2001.495890410959,21.792922475851945,13.504287012436176,0.5854248973222992,-81.88919,-92.681496
2001.5808219178082,19.845720262758736,11.225406851077857,2.2150802864511783,-60.09934,-78.67901
2001.6657534246576,22.32970670372635,13.155587796621573,3.550333092634099,-55.08946,-67.61219
2001.7479452054795,12.64737490796944,6.228646220061499,2.0844375439661342,-73.35981,-86.63355
2001.8328767123287,8.335876354077428,3.682479758418812,2.4938029367013708,-93.41534,-79.734535
2001.9150684931508,8.782828034309492,6.117977359526424,0.4881335501598012,-97.21252,-92.4947
2002.0,9.004498597469565,10.860141720786135,-2.551303734033153,-90.77929,-100.08999
2002.0849315068492,6.21330230089089,7.932630788943266,-2.29002682327506,-116.368805,-106.6054
2002.1616438356164,5.372886050201705,4.5373733230187,0.1771354251016803,-82.22951,-93.75727
2002.2465753424658,0.3461406066207827,-1.7042527930619933,2.898604390256854,-86.48903,-102.11385
2002.3287671232877,1.4284799502499896,0.904107390168886,0.3691689358266528,-70.966774,-88.0712
2002.4136986301369,11.92401946621049,10.736883148975505,0.6754596356599701,-68.50444,-91.29519
2002.495890410959,13.420481562519209,12.790375603473574,0.6892715703669223,-57.310085,-81.83884
2002.5808219178082,13.238445616006068,10.398010322188158,2.2239223521657925,-99.74607,-116.439575
2002.6657534246576,17.16163504999935,12.279631659726032,4.186123184385096,-61.49646,-80.253174
2002.7479452054795,10.546234197693964,5.295930964288168,2.957601581362631,-78.47632,-86.02295
2002.8328767123287,8.912243804381257,2.8734777454426874,3.7399858470114498,-64.54119,-72.40663
2002.9150684931508,9.74399458742942,5.398491150046501,2.1501878286524905,-102.69216,-101.694855
2003.0,12.21163176097593,10.191741882408802,-0.98367793166342,-85.4622,-83.47748
2003.0849315068492,9.172548838987248,7.480075734274507,-1.8246344644682764,-90.39557,-104.607155
2003.1616438356164,7.436104419633017,3.697968980912756,0.7021698481148804,-93.00026,-98.4484
2003.2465753424658,3.644470306769386,-2.809474846511202,3.4657641681829063,-88.928604,-78.95512
2003.3287671232877,4.225269125209035,-0.5869002909406552,2.504566519896738,-92.70149,-111.32004
2003.4136986301369,12.7257347548862,8.571996092495551,2.087812011528994,-75.87327,-95.55964
2003.495890410959,12.95598498405749,10.040984636473908,1.8033172669936748,-71.07855,-78.3933
2003.5808219178082,10.615734127064744,6.989237680870017,3.324429777940073,-99.19913,-116.95798
2003.6657534246576,12.475911516577405,8.425163321096365,4.716469867265919,-79.56634,-89.249916
2003.7479452054795,3.279439607224376,1.282379831222822,3.097053832093434,-67.71238,-86.19623
2003.8328767123287,-0.6239645830357275,-1.2699891964097092,2.913822991097256,-72.019806,-96.68329
2003.9150684931508,0.6868976162926277,1.5169437310794316,1.136317351378596,-82.05628,-98.07959
2004.0,1.2793555265151453,6.983806743290863,-1.1794079303219696,-89.819275,-90.88829
2004.0846994535518,-1.5635541489509737,4.884162933907151,-1.105149849411042,-116.96625,-134.85733
2004.1639344262296,-2.8619775495698407,1.9746660175900608,0.8552323833518265,-123.678185,-122.215416
2004.2486338797814,-5.916117512156166,-3.8172752160670624,3.5778286020511096,-101.71481,-104.980835
2004.3306010928961,-4.523678668783803,-0.7878526024831071,1.99546643705039,-119.7208,-90.06454
2004.4153005464482,6.001457501608623,9.45009687430635,2.2084985362534177,-98.20317,-104.109
2004.4972677595629,8.450679596027685,11.623587821278246,1.9250499057701445,-86.14777,-103.126274
2004.5819672131147,7.624981879445186,8.898535912303586,3.060994997404474,-65.36597,-77.96527
2004.6666666666667,11.45478127900576,10.615913914936474,4.543135870246626,-63.91461,-83.34055
2004.7486338797814,4.058504987656087,3.4337341083776494,3.831588073043392,-77.74903,-90.35062
2004.8333333333333,2.100016537764241,0.7151445015314204,2.9835408826364684,-83.25422,-105.17113
2004.9153005464482,3.047902007092113,2.951926420009763,1.929091154224192,-82.430405,-102.46083
2005.0,4.510066271144336,7.642101002576218,-1.241718085363604,-78.90911,-97.031975
2005.0849315068492,1.3778614760020456,4.852946732805832,-0.1507166828455735,-68.155594,-88.248436
2005.1616438356164,0.0165733418666319,1.3629320889599708,2.392050758408736,-37.89208,-59.76593
2005.2465753424658,-4.973721690531978,-4.940993100721965,4.798568535957054,-105.72832,-97.14704
2005.3287671232877,-4.913847843882199,-2.27889924691056,2.750521560022217,-96.10967,-102.08691
2005.4136986301369,4.539409011652162,7.825301373753723,3.4286216305320774,-79.9911,-94.776955
2005.495890410959,6.608410005698767,10.249088892195068,1.9947576447520623,-80.73167,-98.6084
2005.5808219178082,6.471328113557867,8.257836799572296,2.1718328557420654,-55.863876,-87.267456
2005.6657534246576,10.42258967938517,10.822593043148004,3.576113683908076,-55.547844,-90.52153
2005.7479452054795,3.941717702159036,4.655562645866776,2.844550235330091,-52.298016,-81.789566
2005.8328767123287,3.350297895885296,3.06180156617254,2.901005681501452,-104.63811,-117.28634
2005.9150684931508,6.586962735318096,6.332599263785436,2.060444737267366,-83.491035,-102.828926
2006.0,10.244292667668043,11.537652424757596,-0.5601987315573488,-91.82944,-107.34353
2006.0849315068492,8.862881053621289,9.251191501198615,-0.7921479392727423,-91.96643,-106.29377
2006.1616438356164,8.169196426491977,5.876480242927593,1.5867809214710893,-98.3912,-92.84598
2006.2465753424658,5.024579933816662,-0.6043017111909841,3.4254086209715613,-79.861015,-100.240234
2006.3287671232877,5.788180581294198,1.4421643336090413,0.5876255827879485,-79.56849,-95.735176
2006.4136986301369,14.637001449297816,10.7174330903025,1.81271313067042,-94.24583,-102.10282
2006.495890410959,15.244585897996364,12.109377136245543,0.1137216859402776,-87.316345,-87.06468
2006.5808219178082,11.965500141562812,8.734948140729998,0.1944087272738442,-96.31735,-104.86474
2006.6657534246576,13.631875933104412,9.877071827876575,4.082708954279835,-83.00129,-104.356606
2006.7479452054795,4.259707248626151,2.4665118958184653,2.4354060680579,-87.98393,-86.67739
2006.8328767123287,2.7960304316069724,-0.1536170170426826,3.968850587647304,-112.090546,-110.85931
2006.9150684931508,3.111926504124772,2.379521387105067,1.3758134416701862,-79.254486,-103.69053
2007.0,6.667178113057034,7.69119193497778,-1.854633692956702,-77.74058,-99.96772
2007.0849315068492,3.871212286417701,5.404818111381747,-2.569289504002259,-99.03354,-104.743195
2007.1616438356164,0.7012754844797351,2.3149087295600284,-4.774934322328968,-91.99395,-105.64774
2007.2465753424658,-1.522187930256841,-3.4815393837333106,0.1621393310780876,-88.55881,-86.5327
2007.3287671232877,0.7249852100997656,-0.3482797307085725,-1.9384849239119084,-86.24524,-83.52677
2007.4136986301369,12.379179545601742,10.064050349543407,-1.284130764256227,-92.85853,-92.81425
2007.495890410959,16.922271674979314,12.761503477917184,-0.1778590675010687,-93.45636,-95.78079
2007.5808219178082,16.137379673016085,11.113051042474654,1.4241379620121266,-88.832794,-84.037094
2007.6657534246576,21.634883305153625,13.718552907033224,2.802053317670364,-102.394554,-80.935135
2007.7479452054795,15.569573933946614,7.282648654426174,2.1933611817066447,-91.786835,-80.52504
2007.8328767123287,13.512796259404258,5.575146899130007,2.439857263726604,-90.04338,-77.03861
2007.9150684931508,13.151246217316164,8.67501665714821,0.1820810539148774,-102.51908,-82.27161
2008.0,13.534959361547546,13.9506516099395,-4.469149045871991,-115.47248,-91.87645
2008.0846994535518,11.287729154905271,10.756914277574076,-2.790353240768669,-63.99666,-81.34998
2008.1639344262296,7.221037066556427,6.541846592804042,-1.2432803190509747,-92.14434,-99.166115
2008.2486338797814,0.8765144453691465,-0.9195944304797132,1.80116381064792,-103.63292,-105.43098
2008.3306010928961,-0.0698012731245609,0.1996274870318059,0.7581211449040396,-71.51276,-85.681885
2008.4153005464482,7.863289081993438,8.795099908701683,1.0987829019113489,-62.95582,-80.93636
2008.4972677595629,9.64884684229456,9.70093221903484,2.760067492766177,-50.48594,-44.325283
2008.5819672131147,8.085456318051808,6.647627575676504,5.871804552772646,-83.49244,-118.2646
2008.6666666666667,10.141117023539064,8.604349862986416,4.448797425213492,-101.89909,-77.148186
2008.7486338797814,2.9050099296766883,1.970623770109266,3.1268611216731825,-88.4889,-87.233765
2008.8333333333333,2.289401745046248,0.4962605304493185,2.9384604915167967,-92.75375,-96.0901
2008.9153005464482,5.02964708722925,4.785501938749769,1.005406835234964,-106.83747,-120.174225
2009.0,10.238804036564536,11.76807508864163,-1.5098328468402726,-103.84209,-121.97758
2009.0849315068492,9.998102568813302,10.88113326694256,-1.131270394726028,-95.342964,-97.62799
2009.1616438356164,10.31945025153465,8.850323953929149,1.962582183823235,-135.25984,-148.20348
2009.2465753424658,8.259117768950098,3.427772417588825,4.279816687792259,-92.229095,-87.821014
2009.3287671232877,10.096154140580008,6.22122231757253,2.4481304497609133,-103.70771,-86.996864
2009.4136986301369,19.58453191287939,15.341605354581883,1.8180353894213832,-63.153587,-81.78091
2009.495890410959,19.42368758503205,16.284084531647025,-0.3931924952701935,-65.81124,-85.35648
2009.5808219178082,16.456741971526263,12.191328586061216,1.422150965839629,-60.082092,-81.029686
2009.6657534246576,15.928869282632895,12.523108066553116,3.699353511778126,-68.88315,-86.73071
2009.7479452054795,5.067410784659321,4.081950058800784,3.3954578033622687,-79.74956,-96.666046
2009.8328767123287,-0.3254550481681248,0.2664883442242696,3.736371121813159,-72.37945,-100.344986
2009.9150684931508,-1.2912034418513638,2.033548280311985,3.2854421592188494,-132.34628,-108.86364
2010.0,-0.0351603622710045,6.650846916055443,-0.280877198689197,-88.75212,-99.65946
2010.0849315068492,-4.142400436370746,3.8920153732657097,-0.4041575564534588,-83.18906,-92.0295
2010.1616438356164,-5.951044545634449,0.6260996352213368,2.7256649882623245,-86.23659,-89.330315
2010.2465753424658,-9.657078975411428,-5.465170345533124,4.565628422467264,-112.99363,-131.81805
2010.3287671232877,-7.3262116121519485,-2.6244926500046186,3.947380561398472,-92.20323,-93.99285
2010.4136986301369,4.260901693865329,7.79090942863993,2.26073257419136,-81.421265,-116.25553
2010.495890410959,7.1028772814676335,10.33439746185782,2.83881625625956,-89.15393,-111.89446
2010.5808219178082,8.066534112840001,8.324609831270916,2.8408657903614905,-79.13198,-95.59563
2010.6657534246576,13.269515340659307,11.24026256198289,3.5631166279277697,-101.10602,-121.22596
2010.7479452054795,7.298933905592271,4.959815953298509,1.4194649685080063,-85.965904,-83.733795
2010.8328767123287,6.41869180531593,3.4156346844108616,0.1175578122590216,-66.717964,-86.69163
2010.9150684931508,9.006540159797979,7.198577673054356,0.2795792128450157,-54.978165,-80.89209
2011.0,14.114815725817692,13.72972945961188,-1.937619535296658,-85.68511,-112.0688
2011.0849315068492,13.758236913348764,12.186494528841324,-0.7818889311047101,-92.65743,-91.88145
2011.1616438356164,12.677055069914967,9.478883714220643,1.7237780632078432,-108.58337,-117.340515
2011.2465753424658,9.78934080170938,3.3210420911119964,4.719204779494176,-86.40547,-97.55193
2011.3287671232877,10.617915138589328,5.740268307693674,3.005143084659033,-82.74074,-98.32256
2011.4136986301369,18.91549852200674,14.844686689625927,2.257013848557373,-79.596466,-87.79281
2011.495890410959,19.62272777685224,15.58553180515794,2.6267288543872542,-64.531746,-72.33537
2011.5808219178082,16.49511985920049,11.683655295877834,4.30369028226295,-50.698143,-71.13923
2011.6657534246576,18.04614631765829,12.318147549108224,4.523672604875843,-14.799936,-66.09623
2011.7479452054795,8.832070888356792,4.525244127080546,2.9671874251405987,-47.467525,-76.20832
2011.8328767123287,4.982255717184158,1.4759707791001784,2.1736641534375627,-96.56233,-114.676056
2011.9150684931508,5.835669541230445,4.142168916717015,1.6164831044021932,-93.55363,-81.03963
2012.0,8.339919232420675,9.847982084619732,-1.970134969887997,-87.144165,-90.74768
2012.0846994535518,5.098894050363464,8.024004426482046,-1.6286445257567228,-70.40416,-89.83776
2012.1639344262296,3.521758253806152,5.495578619119783,0.5563633970041383,-72.19707,-90.79398
2012.2486338797814,0.1305629809699023,-0.1925549981531698,3.920045927398475,-79.61212,-95.42138
2012.3306010928961,2.07105453100753,2.851219775855804,2.453744625025232,-74.967445,-84.92404
2012.4153005464482,12.497456428753422,12.693208825394404,3.3276202891877524,-72.15924,-89.99581
2012.4972677595629,14.143280128910368,14.053798959719328,2.5292335797069603,-58.462337,-76.12752
2012.5819672131147,11.186294861664548,10.445279403790476,3.336984237457104,-66.20701,-80.36427
2012.6666666666667,13.581188387844476,10.809376101831727,4.724608529041548,-57.71314,-79.14905
2012.7486338797814,4.656880239779737,2.6150720242662766,3.862890552058704,-63.218224,-86.224075
2012.8333333333333,2.690633922458314,-0.9895679171226636,4.326833762091455,-75.04962,-93.10688
2012.9153005464482,3.0942392425046785,0.7966189989744599,2.299655392134181,-97.12885,-91.94124
2013.0,4.106306182680701,5.41536559165089,-0.4333186520918071,-102.784615,-117.22481
2013.0849315068492,1.1220675922748256,2.892236784384899,-1.44961952615097,-79.53695,-85.14005
2013.1616438356164,-0.6930655476820868,-0.0264948541832758,1.0660683975241894,-98.846375,-83.61419
2013.2465753424658,-4.373481199918727,-6.060412680348263,2.7733776738503324,-97.504135,-112.71207
2013.3287671232877,-3.112198672562471,-2.5213372270749157,1.6732552054702945,-107.81338,-127.09651
2013.4136986301369,7.000926373083789,8.299453509625376,2.138651769195651,-101.35975,-93.703766
2013.495890410959,10.436498844790655,10.960528785575846,1.99444916594194,-98.64115,-86.171104
2013.5808219178082,8.99138415375025,8.846083981525101,3.886775872802248,-90.12913,-100.83683
2013.6657534246576,12.672470084469182,11.020347926479824,4.826224526125598,-60.959488,-85.24544
2013.7479452054795,5.9143426439732565,3.976770533253154,3.324445313307009,-95.756355,-78.639534
2013.8328767123287,3.804967262592191,1.6922774010821655,2.223284005228795,-86.32651,-95.73008
2013.9150684931508,6.358019245488324,4.313909189273046,2.516433179469748,-123.017685,-125.66225
2014.0,9.329021728892716,9.060541495393627,-1.2502783949936431,-107.19369,-106.88721
2014.0849315068492,6.365997271248926,6.3008501916096975,-0.5332578862274882,-110.33492,-114.349785
2014.1616438356164,5.425026993811177,2.686634157888257,2.3763941609326684,-109.00451,-130.56538
2014.2465753424658,2.1471765318778617,-3.8256233869534952,4.506099149893522,-106.56391,-86.650665
2014.3287671232877,1.8774180592622915,-1.499910388026827,3.796561743621773,-107.38228,-104.55456
2014.4136986301369,10.830442708766086,8.426589962506192,2.340222251907542,-77.714554,-57.88051
2014.495890410959,11.7059396633421,10.682774687781684,2.166732063089448,-89.46075,-70.39022
2014.5808219178082,10.61456318858669,8.30193603893039,3.666848483785383,-57.26062,-63.606384
2014.6657534246576,13.998108472748916,10.663003357097352,5.282410415027359,-95.34153,-98.68354
2014.7479452054795,7.024237752957698,4.0806050160228144,5.00754974011396,-110.09233,-86.912506
2014.8328767123287,5.081326817497256,2.2004264743106248,4.017661665024952,-89.6271,-98.94853
2014.9150684931508,6.364871166497995,5.511442617765737,2.616375387345813,-70.5901,-65.99531
