,count,cv,iqr,kurtosis,mad,max,max_date,max_value,mean,median,min,min_date,min_value,p01,p05,p10,p90,p95,p99,q25,q75,range,skewness,std,trimmed_mean_10,trimmed_mean_20
amoc,372,0.1808112302073397,3.7526922499999973,0.5626311677729707,1.8865535000000015,25.938114,1995-10-01 00:00:00,25.938114,17.18233078548387,17.211498499999998,6.0777125,2013-03-01 00:00:00,6.0777125,9.58416465,12.495358900000001,13.4831717,21.0370823,22.05229175,24.69636755000002,15.34103075,19.093722999999997,19.8604015,-0.12192860629666233,3.106758367152784,17.19800310067114,17.193940839285716
